id,collateral_id,hazard,scenario,value,coverage,scenario_invariant,unit,dataset_name,dataset_version,pathway,return_period_yrs,sampled_at
HS-02625,CN-NB-005,pm25,y2050,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02626,HK-TK-001,flood_riverine,today,0.29,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02627,HK-TK-001,flood_coastal,today,0.06,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02628,HK-TK-001,wind,today,59.0,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02629,HK-TK-001,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02630,HK-TK-001,pm25,today,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02631,HK-TK-001,flood_riverine,y2030,0.32,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02632,HK-TK-001,flood_coastal,y2030,0.21,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02633,HK-TK-001,wind,y2030,60.2,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02634,HK-TK-001,heat_days35,y2030,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02635,HK-TK-001,pm25,y2030,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02636,HK-TK-001,flood_riverine,y2050,0.36,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02637,HK-TK-001,flood_coastal,y2050,0.41,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02638,HK-TK-001,wind,y2050,62.0,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02639,HK-TK-001,heat_days35,y2050,49.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02640,HK-TK-001,pm25,y2050,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02641,HK-TK-002,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02642,HK-TK-002,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02643,HK-TK-002,wind,today,56.6,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02644,HK-TK-002,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02645,HK-TK-002,pm25,today,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02646,HK-TK-002,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02647,HK-TK-002,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02648,HK-TK-002,wind,y2030,57.8,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02649,HK-TK-002,heat_days35,y2030,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02650,HK-TK-002,pm25,y2030,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02651,HK-TK-002,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02652,HK-TK-002,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02653,HK-TK-002,wind,y2050,59.5,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02654,HK-TK-002,heat_days35,y2050,48.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02655,HK-TK-002,pm25,y2050,37.4,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02656,HK-TK-003,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02657,HK-TK-003,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02658,HK-TK-003,wind,today,55.7,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02659,HK-TK-003,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02660,HK-TK-003,pm25,today,36.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02661,HK-TK-003,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02662,HK-TK-003,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02663,HK-TK-003,wind,y2030,56.8,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02664,HK-TK-003,heat_days35,y2030,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02665,HK-TK-003,pm25,y2030,36.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02666,HK-TK-003,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02667,HK-TK-003,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02668,HK-TK-003,wind,y2050,58.5,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02669,HK-TK-003,heat_days35,y2050,48.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02670,HK-TK-003,pm25,y2050,36.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02671,HK-TK-004,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02672,HK-TK-004,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02673,HK-TK-004,wind,today,57.1,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02674,HK-TK-004,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02675,HK-TK-004,pm25,today,35.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02676,HK-TK-004,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02677,HK-TK-004,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02678,HK-TK-004,wind,y2030,58.3,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02679,HK-TK-004,heat_days35,y2030,14.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02680,HK-TK-004,pm25,y2030,35.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02681,HK-TK-004,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02682,HK-TK-004,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02683,HK-TK-004,wind,y2050,60.0,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02684,HK-TK-004,heat_days35,y2050,49.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02685,HK-TK-004,pm25,y2050,35.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02686,HK-TK-005,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02687,HK-TK-005,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02688,HK-TK-005,wind,today,55.9,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02689,HK-TK-005,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02690,HK-TK-005,pm25,today,37.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02691,HK-TK-005,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02692,HK-TK-005,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02693,HK-TK-005,wind,y2030,57.1,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02694,HK-TK-005,heat_days35,y2030,16.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02695,HK-TK-005,pm25,y2030,37.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02696,HK-TK-005,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02697,HK-TK-005,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02698,HK-TK-005,wind,y2050,58.7,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02699,HK-TK-005,heat_days35,y2050,57.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02700,HK-TK-005,pm25,y2050,37.9,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02701,HK-TK-006,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02702,HK-TK-006,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02703,HK-TK-006,wind,today,58.4,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02704,HK-TK-006,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02705,HK-TK-006,pm25,today,37.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02706,HK-TK-006,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02707,HK-TK-006,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02708,HK-TK-006,wind,y2030,59.6,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02709,HK-TK-006,heat_days35,y2030,16.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02710,HK-TK-006,pm25,y2030,37.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02711,HK-TK-006,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02712,HK-TK-006,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02713,HK-TK-006,wind,y2050,61.3,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02714,HK-TK-006,heat_days35,y2050,57.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02715,HK-TK-006,pm25,y2050,37.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02716,HK-HF-001,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02717,HK-HF-001,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02718,HK-HF-001,wind,today,55.9,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02719,HK-HF-001,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02720,HK-HF-001,pm25,today,37.5,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02721,HK-HF-001,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02722,HK-HF-001,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02723,HK-HF-001,wind,y2030,57.1,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02724,HK-HF-001,heat_days35,y2030,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02725,HK-HF-001,pm25,y2030,37.5,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02726,HK-HF-001,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02727,HK-HF-001,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02728,HK-HF-001,wind,y2050,58.7,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02729,HK-HF-001,heat_days35,y2050,53.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02730,HK-HF-001,pm25,y2050,37.5,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02731,HK-HF-002,flood_riverine,today,0.28,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02732,HK-HF-002,flood_coastal,today,0.04,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02733,HK-HF-002,wind,today,57.3,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02734,HK-HF-002,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02735,HK-HF-002,pm25,today,37.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02736,HK-HF-002,flood_riverine,y2030,0.32,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02737,HK-HF-002,flood_coastal,y2030,0.17,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02738,HK-HF-002,wind,y2030,58.5,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02739,HK-HF-002,heat_days35,y2030,16.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02740,HK-HF-002,pm25,y2030,37.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02741,HK-HF-002,flood_riverine,y2050,0.35,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02742,HK-HF-002,flood_coastal,y2050,0.35,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02743,HK-HF-002,wind,y2050,60.2,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02744,HK-HF-002,heat_days35,y2050,56.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02745,HK-HF-002,pm25,y2050,37.0,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02746,HK-HF-003,flood_riverine,today,0.26,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02747,HK-HF-003,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02748,HK-HF-003,wind,today,56.3,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02749,HK-HF-003,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02750,HK-HF-003,pm25,today,36.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02751,HK-HF-003,flood_riverine,y2030,0.3,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02752,HK-HF-003,flood_coastal,y2030,0.07,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02753,HK-HF-003,wind,y2030,57.4,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02754,HK-HF-003,heat_days35,y2030,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02755,HK-HF-003,pm25,y2030,36.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02756,HK-HF-003,flood_riverine,y2050,0.33,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02757,HK-HF-003,flood_coastal,y2050,0.21,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02758,HK-HF-003,wind,y2050,59.1,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02759,HK-HF-003,heat_days35,y2050,49.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02760,HK-HF-003,pm25,y2050,36.2,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02761,HK-HF-004,flood_riverine,today,0.21,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02762,HK-HF-004,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02763,HK-HF-004,wind,today,58.9,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02764,HK-HF-004,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02765,HK-HF-004,pm25,today,37.3,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02766,HK-HF-004,flood_riverine,y2030,0.24,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02767,HK-HF-004,flood_coastal,y2030,0.06,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02768,HK-HF-004,wind,y2030,60.0,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02769,HK-HF-004,heat_days35,y2030,14.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02770,HK-HF-004,pm25,y2030,37.3,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02771,HK-HF-004,flood_riverine,y2050,0.26,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02772,HK-HF-004,flood_coastal,y2050,0.19,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02773,HK-HF-004,wind,y2050,61.8,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02774,HK-HF-004,heat_days35,y2050,52.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02775,HK-HF-004,pm25,y2050,37.3,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02776,HK-HF-005,flood_riverine,today,0.19,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02777,HK-HF-005,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02778,HK-HF-005,wind,today,58.3,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-02779,HK-HF-005,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02780,HK-HF-005,pm25,today,37.3,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02781,HK-HF-005,flood_riverine,y2030,0.21,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02782,HK-HF-005,flood_coastal,y2030,0.02,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02783,HK-HF-005,wind,y2030,59.5,scored,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-02784,HK-HF-005,heat_days35,y2030,16.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-02785,HK-HF-005,pm25,y2030,37.3,scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-02786,HK-HF-005,flood_riverine,y2050,0.23,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-02787,HK-HF-005,flood_coastal,y2050,0.13,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
